"Could not reach the HTML validator service.","HTML-validaattoripalveluun ei saatu yhteyttä."
"Create Folder...","Luo Kansio..."
"Custom Design","Muokattu Ulkoasu"
"Custom Design From","Mukautettu Ulkoasu Alkaen"
"Custom Design To","Mukautettu Ulkoasu Päälle"
"Customer Tax Class Information","Asiakkaan Veroluokan Tiedot"
"Custom Layout","Mukautettu Asettelu"
"Custom Layout Update XML","Mukautettu Asettelun Päivitys XML"
"Custom Theme","Muokattu Teema"
"Date Created","Luotu Päivämäärä"
"Delete Block","Poista Lohko"
"Delete File","Poista Tiedosto"
"Delete Folder","Poista Kansio"
"Delete Page","Poista Sivu"
"Describes the video to screen readers. Defaults to a generic label.","Kuvailee videon näyttölukijoille. Oletuksena on yleinen etiketti."
"Description","Kuvaus"
"Design","Ulkoasu"
"Disabled","Pois Käytöstä"
"Disabled by Default","Pois käytöstä oletuksena"
"Disabled Completely","Pois Käytöstä Täysin"
"Edit Block","Muokkaa Lohkoa"
"Edit Block '%s'","Muokkaa Estä '%s'"
"Edit Image","Muokkaa Kuvaa"
"Edit Page","Muokkaa Sivua"
"Edit Page '%s'","Muokkaa Sivun '%s'"
"Embed a YouTube video using the privacy-friendly youtube-nocookie host. Rendered when the page is displayed, so the embed is not affected by content sanitization.","Upota YouTube-video yksityisyysystävällisellä youtube-nocookie-isännällä. Renderöity kun sivu on näkyvissä, joten upotukseen ei vaikuta sisällön sanitiointi."
"Enabled","Käytössä"
"Enabled by Default","Käytössä oletuksena"
"Enable WYSIWYG Editor","Ota Wysiwyg- Muokkain Käyttöön"
"Expand All","Laajenna Kaikki"
"Format","Muoto"
"General Information","Yleiset Tiedot"
"Go to Home Page","Siirry etusivulle"
"Home","Koti"
"HTML Validator","HTML Validator"
"ID","ID"
"Identifier","Identifier"
"If empty, the Page Title will be used","Jos tyhjä, sivun otsikkoa käytetään"
"Ignore List","Ohita Lista"
"Insert File","Lisää Tiedosto"
"Insert File...","Insert File..."
"Insert Image...","Insert Image..."
"Insert Media...","Lisää Media..."
"Invalid folder name. Please, use alphanumeric characters, underscores and dashes.","Virheellinen kansion nimi. Käytä kirjaimia ja numeroita, alaviivoja ja väliviivoja."
"Keywords","Avainsanat"
"Last Modified","Viimeksi Muokattu"
"Layout","Asettelu"
"Layout Update XML","Asettelun Päivitys XML"
"Leave empty to start from the beginning.","Jätä tyhjäksi aloittaaksesi alusta alkaen."
"Link to a CMS Page","Linkki CMS-sivulle"
"Manage Pages","Hallinnoi Sivuja"
"Media Gallery","Media Galleria"
"Media Library","Media Kirjasto"
"Media Storage","Median Tallennustila"
"Meta Data","Metatiedot"
"Meta Description","Meta Kuvaus"
"Meta Keywords","Meta Keywords"
"Meta Robots","Meta Robotit"
"New Block","Uusi Lohko"
"New Folder Name:","Uusi Kansion Nimi:"
"New Page","Uusi Sivu"
"No files found","Tiedostoja ei löytynyt"
"One substring per line. Validator messages containing any of these substrings will be hidden. Matching is case-sensitive. Lines starting with # are treated as comments.","Yksi alimerkkijono rivillä. Validaattorin viestejä, jotka sisältävät mitä tahansa näistä tekstijonoista. Täsmennys on kirjain- herkkä. # alkaen rivejä käsitellään kommentteina."
"Page Information","Sivun Tiedot"
"Page Layout","Sivun Asettelu"
"Pages","Sivut"
"Page Status","Sivun Tila"
"Page Title","Sivun Otsikko"
"Paste the video URL (watch, share, embed or Shorts) or just the video ID.","Liitä videon URL-osoite (katsella, jakaa, upota tai Shorts) tai vain videon ID."
"Please add at least one image to the slideshow","Ole hyvä ja lisää ainakin yksi kuva diaesitykseen"
"Product Tax Class Information","Tuotteen Veroluokan Tiedot"
"px.","px."
"Relative to Website Base URL","Suhteellinen sivuston Base URL"
"Reserves the correct height before the video loads, so the page does not jump.","Varaa oikean korkeuden ennen videon kuormitusta, joten sivu ei hypätä."
"Robots","Robots"
"Save Block","Tallenna Lohko"
"Save Page","Tallenna Sivu"
"Save Process","Tallenna Prosessi"
"Saving removes this HTML: %s. A content field allows only standard HTML elements.","Tallennus poistaa tämän HTML: n : %s. Sisältökenttä sallii vain tavalliset HTML-elementit."
"Select Block...","Valitse Lohko..."
"Select Page...","Valitse Sivu..."
"Short (9:16)","Lyhyt (9:16)"
"Show Breadcrumbs for CMS Pages","Näytä Murupolut CMS-sivuille"
"Standard video (16:9)","Standardi video (16:9)"
"Start At (seconds)","Aloita (sekuntia)"
"Static Blocks","Staattiset Lohkot"
"Status","Tila"
"Storage Root","Tallennustilan Juuri"
"Store View","Kaupan Näkymä"
"Template","Malli"
"The block has been deleted.","Lohko on poistettu."
"The block has been saved.","Lohko on tallennettu."
"The directory %s is not writable by server.","Hakemisto %s ei ole kirjoitettavissa palvelimella."
"The page has been deleted.","Sivu on poistettu."
"The page has been saved.","Sivu on tallennettu."
"The page URL key cannot consist only of numbers.","Sivun URL-avain ei voi koostua vain numeroista."
"The page URL key contains capital letters or disallowed symbols.","Sivun URL-avain sisältää isoja kirjaimia tai kiellettyjä symboleja."
"The rich text editor cannot keep this HTML: %s. Continue and remove it?","Rikas tekstieditori ei voi säilyttää tätä HTML: %s. Jatketaanko ja poistetaanko se?"
"The rich text editor cannot keep this HTML: %s. Maho keeps the plain HTML editor open so that nothing is lost.","Rikas tekstieditori ei voi pitää tätä HTML:ää: %s. Maho pitää HTML-editorin auki niin, että mitään ei menetetä."
"The static block content cannot contain  directive with its self.","Staattisen lohkon sisältö ei voi sisältää omaa direktiiviään."
"This block no longer exists.","Tätä lohkoa ei ole enää olemassa."
"This page no longer exists.","Sivua ei ole enää olemassa."
"Title","Otsikko"
"Unable to find a block to delete.","Poistettavaa lohkoa ei löydy."
"Unable to find a page to delete.","Poistettavaa sivua ei löydy."
"URL Key","Url Avain"
"Validate HTML","Validate HTML"
"Video URL or ID","Videon URL-osoite tai tunnus"
"WYSIWYG Options","Wysiwyg Asetukset"
"YouTube Video","YouTube Video"
"YouTube video player","YouTube-videosoitin"
